genus,species,year,locality,N-America,S-America,Europe,Africa,Asia,Oceania,Antarctica
Sidymella,Sidymella kolpogaster,1973,Brazil,0,1,0,0,0,0,0
Sidymella,Sidymella lampei,1913,Australia (Victoria),0,0,0,0,0,1,0
Sidymella,Sidymella lobata,1874,"Australia (Queensland, New South Wales)",0,0,0,0,0,1,0
Sidymella,Sidymella longipes,1874,Australia (Queensland),0,0,0,0,0,1,0
Sidymella,Sidymella bicuspidata,1874,Australia (Queensland),0,0,0,0,0,1,0
Sidymella,Sidymella hirsuta,1874,Australia (Queensland),0,0,0,0,0,1,0
Sidymella,Sidymella jordanensis,1944,Brazil,0,1,0,0,0,0,0
Sidymella,Sidymella kochi,1908,Australia (Western Australia),0,0,0,0,0,1,0
Sidymella,Sidymella angularis,1885,New Zealand,0,0,0,0,0,1,0
Sidymella,Sidymella benhami,1910,"New Zealand (mainland, Stewart Is.)",0,0,0,0,0,1,0
Sidymella,Sidymella angulata,1885,New Zealand,0,0,0,0,0,1,0
Scopticus,Scopticus herbeus,1895,Indonesia (Java),0,0,0,0,1,0,0
Saccodomus,Saccodomus formivorus,1900,Australia (New South Wales),0,0,0,0,0,1,0
Runcinioides,Runcinioides souzai,1942,Brazil,0,1,0,0,0,0,0
Runcinioides,Runcinioides argenteus,1929,"Brazil, French Guiana",0,1,0,0,0,0,0
Runcinioides,Runcinioides pustulatus,1929,Brazil,0,1,0,0,0,0,0
Runcinioides,Runcinioides litteratus,1933,Brazil,0,1,0,0,0,0,0
Runcinia,Runcinia soeensis,1944,Indonesia (West Timor),0,0,0,0,1,0,0
Runcinia,Runcinia spinulosa,1885,"Pakistan, India",0,0,0,0,1,0,0
Runcinia,Runcinia roonwali,1965,India,0,0,0,0,1,0,0
Runcinia,Runcinia sitadongri,2004,India,0,0,0,0,1,0,0
Runcinia,Runcinia yogeshi,2001,India,0,0,0,0,1,0,0
Runcinia,Runcinia tarabayevi,1990,Central Asia,0,0,0,0,1,0,0
Runcinia,Runcinia tropica,1907,Africa,0,0,0,1,0,0,0
Runcinia,Runcinia kinbergi,1891,"Myanmar, India (Nicobar Is.), Indonesia (Java)",0,0,0,0,1,0,0
Runcinia,Runcinia longipes,1906,Ethiopia,0,0,0,1,0,0,0
Runcinia,Runcinia johnstoni,1919,Africa,0,0,0,1,0,0,0
Runcinia,Runcinia khandari,2004,India,0,0,0,0,1,0,0
Runcinia,Runcinia oculifrons,1907,Madagascar,0,0,0,1,0,0,0
Runcinia,Runcinia plana,1895,Paraguay,0,1,0,0,0,0,0
Runcinia,Runcinia manicata,1895,Myanmar,0,0,0,0,1,0,0
Runcinia,Runcinia multilineata,1961,Senegal,0,0,0,1,0,0,0
Runcinia,Runcinia erythrina,1964,"West, Southern Africa",0,0,0,1,0,0,0
Runcinia,Runcinia dubia,1940,Somalia,0,0,0,1,0,0,0
Runcinia,Runcinia disticta,1891,"Myanmar, Indonesia (Sumatra, Java)",0,0,0,0,1,0,0
Runcinia,Runcinia depressa,1906,Africa,0,0,0,1,0,0,0
Runcinia,Runcinia grammica,1837,"Europa, Middle East to Iran, Russia (Europe to West Siberia), Central Asia, China, Japan. Introduced to St. Helena, South Africa",0,0,1,1,1,0,0
Runcinia,Runcinia ghorpadei,1980,India,0,0,0,0,1,0,0
Runcinia,Runcinia flavida,1881,"Spain, Africa",0,0,1,1,0,0,0
Runcinia,Runcinia escheri,1934,India,0,0,0,0,1,0,0
Runcinia,Runcinia aethiops,1901,Africa,0,0,0,1,0,0,0
Runcinia,Runcinia acuminata,1881,"Bangladesh to Japan, New Guinea, Australia",0,0,0,1,1,1,0
Runcinia,Runcinia insecta,1875,"Africa, Asia. Introduced to Australia",0,0,0,1,1,1,0
Runcinia,Runcinia caudata,1963,China,0,0,0,0,1,0,0
Runcinia,Runcinia carae,1983,"Botswana, Kenya",0,0,0,1,0,0,0
Runcinia,Runcinia bifrons,1895,"India, Sri Lanka, Vietnam",0,0,0,0,1,0,0
Runcinia,Runcinia albida,1893,Congo,0,0,0,1,0,0,0
Rhaebobates,Rhaebobates latifrons,1911,New Guinea,0,0,0,1,0,0,0
Rhaebobates,Rhaebobates lituratus,1881,New Guinea,0,0,0,1,0,0,0
Pyresthesis,Pyresthesis laevis,1877,Madagascar,0,0,0,1,0,0,0
Reinickella,Reinickella xysticoides,1907,Indonesia (Java),0,0,0,0,1,0,0
Rejanellus,Rejanellus mutchleri,1930,Puerto Rico,1,0,0,0,0,0,0
Rejanellus,Rejanellus pallescens,1940,"Cuba, Hispaniola",1,0,0,0,0,0,0
Rejanellus,Rejanellus venustus,1948,Hispaniola,1,0,0,0,0,0,0
Rejanellus,Rejanellus granulatus,1940,Cuba,1,0,0,0,0,0,0
Pseudamyciaea,Pseudamyciaea fuscicauda,1905,Indonesia (Java),0,0,0,0,1,0,0
Pseudoporrhopis,Pseudoporrhopis granum,1886,Madagascar,0,0,0,1,0,0,0
Pycnaxis,Pycnaxis guttata,1895,Philippines,0,0,0,0,1,0,0
Pycnaxis,Pycnaxis nigrostriata,1886,Vietnam,0,0,0,0,1,0,0
Pycnaxis,Pycnaxis onoi,2006,Taiwan,0,0,0,0,1,0,0
Pycnaxis,Pycnaxis lamellaris,2010,China,0,0,0,0,1,0,0
Pycnaxis,Pycnaxis tumida,2010,China,0,0,0,0,1,0,0
Pycnaxis,Pycnaxis truciformis,1906,"China, Korea, Taiwan, Japan",0,0,0,0,1,0,0
Pycnaxis,Pycnaxis krakatauensis,1931,Indonesia (Krakatau),0,0,0,0,1,0,0
Sylligma,Sylligma lawrencei,1942,"Gabon, Nigeria, Guinea, Congo",0,0,0,1,0,0,0
Sylligma,Sylligma hirsuta,1895,"Gabon, Congo, Rwanda, Namibia",0,0,0,1,0,0,0
Sylligma,Sylligma franki,2011,"Congo, Mozambique, Rwanda, Uganda",0,0,0,1,0,0,0
Sylligma,Sylligma cribrata,1901,Ethiopia,0,0,0,1,0,0,0
Sylligma,Sylligma theresa,2011,"Nigeria, Rwanda, Kenya",0,0,0,1,0,0,0
Sylligma,Sylligma spartica,2011,Congo,0,0,0,1,0,0,0
Sylligma,Sylligma ndumi,2011,"Botswana, South Africa",0,0,0,1,0,0,0
Synaemops,Synaemops rubropunctatus,1929,Brazil,0,1,0,0,0,0,0
Synaemops,Synaemops pugilator,1941,Argentina,0,1,0,0,0,0,0
Synaemops,Synaemops notabilis,1941,Brazil,0,1,0,0,0,0,0
Synaemops,Synaemops nigridorsi,1929,Brazil,0,1,0,0,0,0,0
Strigoplus,Strigoplus guizhouensis,1990,China,0,0,0,0,1,0,0
Strigoplus,Strigoplus moluri,2003,India,0,0,0,0,1,0,0
Strigoplus,Strigoplus albostriatus,1885,"Bhutan, Malaysia, Java",0,0,0,0,1,0,0
Strigoplus,Strigoplus bilobus,2004,India,0,0,0,0,1,0,0
Strigoplus,Strigoplus netravati,1963,India,0,0,0,0,1,0,0
Strophius,Strophius signatus,1892,"Mexico, Guatemala, Brazil",1,1,0,0,0,0,0
Strophius,Strophius nigricans,1880,"Trinidad, Peru, Brazil, Paraguay",1,1,0,0,0,0,0
Strophius,Strophius levyi,1943,Brazil,0,1,0,0,0,0,0
Strophius,Strophius mendax,1929,Brazil,0,1,0,0,0,0,0
Strophius,Strophius fidelis,1929,Brazil,0,1,0,0,0,0,0
Strophius,Strophius hirsutus,1891,"Costa Rica, Panama",1,0,0,0,0,0,0
Strophius,Strophius albofasciatus,1929,Brazil,0,1,0,0,0,0,0
Stephanopoides,Stephanopoides cognata,1892,Panama,1,0,0,0,0,0,0
Stephanopoides,Stephanopoides brasiliana,1880,"Panama, Brazil",1,1,0,0,0,0,0
Stephanopoides,Stephanopoides sexmaculata,1929,"Brazil, Argentina",0,1,0,0,0,0,0
Stephanopoides,Stephanopoides simoni,1880,"Panama, Brazil, Guyana, Peru, Bolivia",1,1,0,0,0,0,0
Stiphropus,Stiphropus soureni,1964,"India, Nepal, Bhutan",0,0,0,0,1,0,0
Stiphropus,Stiphropus strandi,1938,Central Asia,0,0,0,0,1,0,0
Stiphropus,Stiphropus intermedius,1942,Ivory Coast,0,0,0,1,0,0,0
Stiphropus,Stiphropus gruberi,1980,Indonesia (Sumatra),0,0,0,0,1,0,0
Stiphropus,Stiphropus lugubris,1873,East Africa,0,0,0,1,0,0,0
Stiphropus,Stiphropus lippulus,1907,Guinea-Bissau,0,0,0,1,0,0,0
Stiphropus,Stiphropus drassiformis,1883,"East, South Africa",0,0,0,1,0,0,0
Stiphropus,Stiphropus dentifrons,1895,"Gabon, Congo, Equatorial Guinea (Bioko)",0,0,0,1,0,0,0
Stiphropus,Stiphropus falciformus,2006,China,0,0,0,0,1,0,0
Stiphropus,Stiphropus duriusculus,1885,India,0,0,0,0,1,0,0
Stiphropus,Stiphropus sangayus,1995,"India, Philippines",0,0,0,0,1,0,0
Stiphropus,Stiphropus ocellatus,1887,"China, Myanmar, Vietnam",0,0,0,0,1,0,0
Stiphropus,Stiphropus sigillatus,1883,Sri Lanka,0,0,0,0,1,0,0
Stiphropus,Stiphropus scutatus,1927,Namibia,0,0,0,1,0,0,0
Stiphropus,Stiphropus minutus,1943,Congo,0,0,0,1,0,0,0
Stiphropus,Stiphropus melas,1966,Ivory Coast,0,0,0,1,0,0,0
Stiphropus,Stiphropus niger,1886,West Africa,0,0,0,1,0,0,0
Stiphropus,Stiphropus monardi,1943,Congo,0,0,0,1,0,0,0
Stiphropus,Stiphropus affinis,1923,South Africa,0,0,0,1,0,0,0
Stiphropus,Stiphropus bisigillatus,1952,South Africa,0,0,0,1,0,0,0
Stiphropella,Stiphropella gracilis,1952,South Africa,0,0,0,1,0,0,0
Spilosynema,Spilosynema ansatum,2010,China,0,0,0,0,1,0,0
Spilosynema,Spilosynema comminum,2010,China,0,0,0,0,1,0,0
Spilosynema,Spilosynema mancum,2010,China,0,0,0,0,1,0,0
Spilosynema,Spilosynema ravum,2010,China,0,0,0,0,1,0,0
Stephanopis,Stephanopis verrucosa,1849,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis vilosa,1911,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis yulensis,1881,Papua New Guinea (Yule Is.),0,0,0,0,0,1,0
Stephanopis,Stephanopis pentacantha,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis parahybana,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis palliolata,1908,Australia (Western Australia),0,0,0,0,0,1,0
Stephanopis,Stephanopis ornata,1876,Eastern Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis rufiventris,1871,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis renipalpis,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis quinquetuberculata,1872,"Colombia, Brazil, French Guiana",0,1,0,0,0,0,0
Stephanopis,Stephanopis quimiliensis,1942,Argentina,0,1,0,0,0,0,0
Stephanopis,Stephanopis aspera,1893,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis aruana,1881,Indonesia (Aru Is.),0,0,0,0,1,0,0
Stephanopis,Stephanopis armata,1874,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis antennata,1902,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis angulata,1899,New Guinea,0,0,0,1,0,0,0
Stephanopis,Stephanopis altifrons,1869,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis ahenea,1946,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis acanthogastra,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis ditissima,1849,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis elongata,1871,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis cristipes,1911,New Guinea,0,0,0,1,0,0,0
Stephanopis,Stephanopis depressa,1871,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis colatinae,1946,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis corticalis,1876,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis cheesmanae,1938,Vanuatu,0,0,0,0,0,1,0
Stephanopis,Stephanopis clavata,1869,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis cambridgei,1870,"Australia, Tasmania",0,0,0,0,0,1,0
Stephanopis,Stephanopis championi,1900,Panama,1,0,0,0,0,0,0
Stephanopis,Stephanopis borgmeyeri,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis bradleyi,1929,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis bella,1946,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis bicornis,1874,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis badia,1880,Colombia,0,1,0,0,0,0,0
Stephanopis,Stephanopis barbipes,1890,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis nigra,1869,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis monulfi,1964,New Guinea,0,0,0,1,0,0,0
Stephanopis,Stephanopis obtusifrons,1902,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis nodosa,1849,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis maulliniana,1951,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis malacostracea,1837,Australia,0,0,0,0,0,1,0
Stephanopis,Stephanopis monticola,1871,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis minuta,1876,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis longimana,1881,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis lata,1869,"Australia (New South Wales, Victoria, Tasmania)",0,0,0,0,0,1,0
Stephanopis,Stephanopis macrostyla,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis macleayi,1871,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis exigua,1849,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis erinacea,1878,Fiji,0,0,0,0,0,1,0
Stephanopis,Stephanopis hystrix,1951,Chile,0,1,0,0,0,0,0
Stephanopis,Stephanopis fissifrons,1920,Australia (Lord Howe Is.),0,0,0,0,0,1,0
Stephanopis,Stephanopis stelloides,1837,"Virgin Is., Brazil",1,1,0,0,0,0,0
Stephanopis,Stephanopis thomisoides,1871,Australia (Queensland),0,0,0,0,0,1,0
Stephanopis,Stephanopis trilobata,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis tuberculata,1871,Australia (New South Wales),0,0,0,0,0,1,0
Stephanopis,Stephanopis salobrensis,1929,Brazil,0,1,0,0,0,0,0
Stephanopis,Stephanopis scabra,1874,"Australia (Queensland, New South Wales, Tasmania)",0,0,0,0,0,1,0
Stephanopis,Stephanopis secata,1805,Timor,0,0,0,0,1,0,0
Stephanopis,Stephanopis spissa,1849,Chile,0,1,0,0,0,0,0
Pactactes,Pactactes obesus,1895,"West, Central Africa",0,0,0,1,0,0,0
Pactactes,Pactactes trimaculatus,1895,Tanzania (Zanzibar),0,0,0,1,0,0,0
Pactactes,Pactactes compactus,1947,South Africa,0,0,0,1,0,0,0
Pagida,Pagida pseudorchestes,1890,"Thailand, Indonesia (Sumatra, Borneo)",0,0,0,0,1,0,0
Pagida,Pagida salticiformis,1883,Sri Lanka,0,0,0,0,1,0,0
Pagida,Pagida minuta,2016,Borneo,0,0,0,0,1,0,0
Parastrophius,Parastrophius echinosoma,1903,"Cameroon, Equatorial Guinea",0,0,0,1,0,0,0
Parastrophius,Parastrophius vishwai,1935,Pakistan,0,0,0,0,1,0,0
Parasynema,Parasynema cambridgei,1951,Guatemala,1,0,0,0,0,0,0
Parasynema,Parasynema cirripes,1891,Mexico to El Salvador,1,0,0,0,0,0,0
Parabomis,Parabomis anabensis,1928,Namibia,0,0,0,1,0,0,0
Parabomis,Parabomis martini,1919,East Africa,0,0,0,1,0,0,0
Parabomis,Parabomis levanderi,1901,Ethiopia,0,0,0,1,0,0,0
Parasmodix,Parasmodix quadrituberculata,1966,Ivory Coast,0,0,0,1,0,0,0
Phaenopoma,Phaenopoma milloti,1961,Senegal,0,0,0,1,0,0,0
Phaenopoma,Phaenopoma nigropunctatum,1883,South Africa,0,0,0,1,0,0,0
Phaenopoma,Phaenopoma planum,1895,Sierra Leone,0,0,0,1,0,0,0
Pharta,Pharta koponeni,2014,Thailand,0,0,0,0,1,0,0
Pharta,Pharta indica,2012,India,0,0,0,0,1,0,0
Pharta,Pharta tengchong,2009,China,0,0,0,0,1,0,0
Pharta,Pharta sudmannorum,2014,Borneo,0,0,0,0,1,0,0
Pharta,Pharta gongshan,2006,China,0,0,0,0,1,0,0
Pharta,Pharta nigra,2009,Myanmar,0,0,0,0,1,0,0
Pharta,Pharta bimaculata,1891,"Malaysia, Singapore",0,0,0,0,1,0,0
Pharta,Pharta brevipalpus,1903,"China, Vietnam, Japan (Ryukyu Is.)",0,0,0,0,1,0,0
Pharta,Pharta tangi,2016,China,0,0,0,0,1,0,0
Pasias,Pasias luzonus,1895,Philippines,0,0,0,0,1,0,0
Pasias,Pasias marathas,1965,India,0,0,0,0,1,0,0
Pasias,Pasias puspagiri,1963,India,0,0,0,0,1,0,0
Pasiasula,Pasiasula eidmanni,1942,Equatorial Guinea (Bioko),0,0,0,1,0,0,0
Physoplatys,Physoplatys nitidus,1895,Paraguay,0,1,0,0,0,0,0
Pistius,Pistius barchensis,1965,India,0,0,0,0,1,0,0
Pistius,Pistius bhadurii,1965,India,0,0,0,0,1,0,0
Pistius,Pistius kanikae,1964,India,0,0,0,0,1,0,0
Pistius,Pistius robustus,1965,India,0,0,0,0,1,0,0
Pistius,Pistius gangulyi,1965,"India, China",0,0,0,0,1,0,0
Pistius,Pistius kalimpus,1970,India,0,0,0,0,1,0,0
Pistius,Pistius truncatus,1772,"Europe, Turkey, Caucasus, Russia (Europe to Far East), Iran, China, Japan",0,0,1,0,1,0,0
Pistius,Pistius undulatus,1879,"Italy?, Russia (Urals to Far East), Kazakhstan, China, Korea, Japan",0,0,1,0,1,0,0
Pistius,Pistius rotundus,2010,China,0,0,0,0,1,0,0
Pistius,Pistius tikaderi,1999,India,0,0,0,0,1,0,0
Pistius,Pistius wulingensis,2018,China,0,0,0,0,1,0,0
Plancinus,Plancinus brevipes,1886,Uruguay,0,1,0,0,0,0,0
Plancinus,Plancinus runcinioides,1886,Uruguay,0,1,0,0,0,0,0
Plancinus,Plancinus cornutus,1886,Uruguay,0,1,0,0,0,0,0
Plastonomus,Plastonomus octoguttatus,1903,Madagascar,0,0,0,1,0,0,0
Platyarachne,Platyarachne argentina,1944,Argentina,0,1,0,0,0,0,0
Platyarachne,Platyarachne scopulifera,1895,Peru,0,1,0,0,0,0,0
Platyarachne,Platyarachne histrio,1895,Brazil,0,1,0,0,0,0,0
Platyarachne,Platyarachne episcopalis,1872,French Guiana,0,1,0,0,0,0,0
Platythomisus,Platythomisus deserticola,1936,Southern Africa,0,0,0,1,0,0,0
Platythomisus,Platythomisus heraldicus,1878,"East Africa, Zanzibar",0,0,0,1,0,0,0
Platythomisus,Platythomisus insignis,1900,"Equatorial Guinea, Congo",0,0,0,1,0,0,0
Platythomisus,Platythomisus jubbi,1968,South Africa,0,0,0,1,0,0,0
Platythomisus,Platythomisus jucundus,1894,Indonesia (Java),0,0,0,0,1,0,0
Platythomisus,Platythomisus nigriceps,1900,"Equatorial Guinea, Ivory Coast",0,0,0,1,0,0,0
Platythomisus,Platythomisus octomaculatus,1845,"Thailand, Malaysia, Singapore, Brunei, Indonesia",0,0,0,0,1,0,0
Platythomisus,Platythomisus pantherinus,1898,Malawi,0,0,0,1,0,0,0
Platythomisus,Platythomisus quadrimaculatus,1882,Indonesia (Sumatra),0,0,0,0,1,0,0
Platythomisus,Platythomisus scytodimorphus,1886,East Africa,0,0,0,1,0,0,0
Platythomisus,Platythomisus sexmaculatus,1897,Somalia,0,0,0,1,0,0,0
Platythomisus,Platythomisus sibayius,1968,South Africa,0,0,0,1,0,0,0
Platythomisus,Platythomisus sudeepi,1977,"India, Sri Lanka",0,0,0,0,1,0,0
Platythomisus,Platythomisus xiandao,2019,"India, China",0,0,0,0,1,0,0
Poecilothomisus,Poecilothomisus speciosus,1881,Northern Australia,0,0,0,0,0,1,0
Porropis,Porropis flavifrons,1876,Australia (Queensland),0,0,0,0,0,1,0
Porropis,Porropis callipoda,1881,"Australia (Queensland), New Guinea",0,0,0,1,0,1,0
Porropis,Porropis nitidula,1881,Australia (Queensland),0,0,0,0,0,1,0
Porropis,Porropis homeyeri,1880,Angola,0,0,0,1,0,0,0
Porropis,Porropis tristicula,1881,Australia (Queensland),0,0,0,0,0,1,0
Porropis,Porropis poecila,1911,New Guinea,0,0,0,1,0,0,0
Prepotelus,Prepotelus lanceolatus,1898,"Mauritius, Réunion",0,0,0,1,0,0,0
Prepotelus,Prepotelus curtus,2004,Réunion,0,0,0,1,0,0,0
Prepotelus,Prepotelus pectinitarsis,1898,Mauritius,0,0,0,1,0,0,0
Prepotelus,Prepotelus limbatus,1898,Mauritius,0,0,0,1,0,0,0
Pherecydes,Pherecydes lucinae,1980,South Africa,0,0,0,1,0,0,0
Pherecydes,Pherecydes nicolaasi,1980,South Africa,0,0,0,1,0,0,0
Pherecydes,Pherecydes ionae,1980,Tanzania,0,0,0,1,0,0,0
Pherecydes,Pherecydes livens,1895,Tunisia,0,0,0,1,0,0,0
Pherecydes,Pherecydes carinae,1980,South Africa,0,0,0,1,0,0,0
Pherecydes,Pherecydes zebra,1927,"West, Southern Africa",0,0,0,1,0,0,0
Pherecydes,Pherecydes tuberculatus,1883,"South Africa, Lesotho",0,0,0,1,0,0,0
Philodamia,Philodamia pingxiang,2007,China,0,0,0,0,1,0,0
Philodamia,Philodamia hilaris,1894,Singapore,0,0,0,0,1,0,0
Philodamia,Philodamia gongi,2004,China,0,0,0,0,1,0,0
Philodamia,Philodamia armillata,1895,"Bhutan, Myanmar",0,0,0,0,1,0,0
Philodamia,Philodamia variata,1894,Singapore,0,0,0,0,1,0,0
Philodamia,Philodamia tongmian,2007,China,0,0,0,0,1,0,0
Philodamia,Philodamia semicincta,1896,Singapore,0,0,0,0,1,0,0
Philogaeus,Philogaeus echimys,1943,Chile,0,1,0,0,0,0,0
Philogaeus,Philogaeus campestratus,1895,Brazil,0,1,0,0,0,0,0
Phireza,Phireza sexmaculata,1886,Brazil,0,1,0,0,0,0,0
Phrynarachne,Phrynarachne tuberosula,1880,West Africa,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne bimaculata,1895,Myanmar,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne brevis,2010,China,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne ceylonica,1884,"Sri Lanka to China, Taiwan, Japan",0,0,0,0,1,0,0
Phrynarachne,Phrynarachne clavigera,1903,Madagascar,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne fatalis,1899,Sri Lanka,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne gracilipes,1895,Ethiopia,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne huangshanensis,1985,China,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne jobiensis,1877,New Guinea,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne coerulescens,1859,Indonesia (Java),0,0,0,0,1,0,0
Phrynarachne,Phrynarachne cucullata,1886,"Cambodia, Vietnam, Moluccas",0,0,0,0,1,0,0
Phrynarachne,Phrynarachne decipiens,1884,"Malaysia, Indonesia (Java, Sumatra)",0,0,0,0,1,0,0
Phrynarachne,Phrynarachne dissimilis,1859,Indonesia (Java),0,0,0,0,1,0,0
Phrynarachne,Phrynarachne melloleitaoi,1933,Angola,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne marmorata,1900,Equatorial Guinea,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne papulata,1891,Myanmar,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne olivacea,1964,Ivory Coast,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne katoi,1955,"China, Korea, Japan",0,0,0,0,1,0,0
Phrynarachne,Phrynarachne kannegieteri,1893,Indonesia (Sumatra),0,0,0,0,1,0,0
Phrynarachne,Phrynarachne mammillata,1990,China,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne lancea,2010,China,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne sinensis,2004,China,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne rugosa,1805,"West Africa, Malawi, Madagascar, Mauritius, Réunion",0,0,0,1,0,0,0
Phrynarachne,Phrynarachne tuberosa,1864,India,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne tuberculata,1899,New Guinea,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne pusiola,1903,Madagascar,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne peeliana,1869,India,0,0,0,0,1,0,0
Phrynarachne,Phrynarachne rubroperlata,1907,West Africa,0,0,0,1,0,0,0
Phrynarachne,Phrynarachne rothschildi,1903,Sri Lanka,0,0,0,0,1,0,0
Modysticus,Modysticus floridanus,1895,USA,1,0,0,0,0,0,0
Modysticus,Modysticus imitatus,1953,Mexico,1,0,0,0,0,0,0
Modysticus,Modysticus modestus,1904,USA,1,0,0,0,0,0,0
Modysticus,Modysticus okefinokensis,1934,USA,1,0,0,0,0,0,0
Misumessus,Misumessus bishopae,2017,"Puerto Rico, Dominica, Grenadines?",1,0,0,0,0,0,0
Misumessus,Misumessus blackwalli,2017,Bermuda,1,0,0,0,0,0,0
Misumessus,Misumessus lappi,2017,USA,1,0,0,0,0,0,0
Misumessus,Misumessus quinteroi,2017,"Central America, Caribbean",1,0,0,0,0,0,0
Misumessus,Misumessus dicaprioi,2017,USA,1,0,0,0,0,0,0
Misumessus,Misumessus tamiami,2017,USA,1,0,0,0,0,0,0
Misumessus,Misumessus oblongus,1880,"Canada, USA",1,0,0,0,0,0,0
Misumenoides,Misumenoides crassipes,1880,Colombia,0,1,0,0,0,0,0
Misumenoides,Misumenoides dasysternon,1943,Chile,0,1,0,0,0,0,0
Misumenoides,Misumenoides decipiens,1955,Venezuela,0,1,0,0,0,0,0
Misumenoides,Misumenoides depressus,1891,Guatemala,1,0,0,0,0,0,0
Misumenoides,Misumenoides blandus,1891,"Guatemala, Panama",1,0,0,0,0,0,0
Misumenoides,Misumenoides carminatus,1941,Argentina,0,1,0,0,0,0,0
Misumenoides,Misumenoides chlorophilus,1881,Argentina,0,1,0,0,0,0,0
Misumenoides,Misumenoides corticatus,1929,Brazil,0,1,0,0,0,0,0
Misumenoides,Misumenoides annulipes,1891,"Mexico, Guatemala",1,0,0,0,0,0,0
Misumenoides,Misumenoides athleticus,1944,"Brazil, Argentina",0,1,0,0,0,0,0
Misumenoides,Misumenoides bifissus,1900,Guatemala,1,0,0,0,0,0,0
Misumenoides,Misumenoides vulneratus,1929,Brazil,0,1,0,0,0,0,0
Misumenoides,Misumenoides vazquezae,1986,Mexico,1,0,0,0,0,0,0
Misumenoides,Misumenoides vigilans,1890,Guatemala,1,0,0,0,0,0,0
Misumenoides,Misumenoides tibialis,1891,"Panama, Brazil",1,1,0,0,0,0,0
Misumenoides,Misumenoides variegatus,1941,Argentina,0,1,0,0,0,0,0
Misumenoides,Misumenoides rugosus,1891,"Guatemala, Panama",1,0,0,0,0,0,0
Misumenoides,Misumenoides similis,1881,Brazil,0,1,0,0,0,0,0
Misumenoides,Misumenoides rubrithorax,1947,Guyana,0,1,0,0,0,0,0
Misumenoides,Misumenoides rubroniger,1947,Brazil,0,1,0,0,0,0,0
Misumenoides,Misumenoides roseiceps,1949,Brazil,0,1,0,0,0,0,0
Misumenoides,Misumenoides quetzaltocatl,1992,Mexico,1,0,0,0,0,0,0
